0,831,0
0,834,0
1,831,0
1,837,0
1,834,0
2,835,0
2,835,0
3,830,0
3,833,0
4,834,0
4,835,0
4,834,0
5,830,0
5,831,0
6,836,0
6,831,0
7,832,0
7,829,0
8,831,0
9,830,0
9,832,0
21,836,0
32,831,0
43,831,0
54,831,0
65,833,0
76,830,0
87,833,0
98,831,0
109,830,0
120,830,0
131,834,0
142,835,0
153,831,0
164,832,0
175,835,0
186,832,0
197,831,0
208,835,0
219,834,0
230,833,0
241,832,0
252,834,0
263,832,0
274,832,0
285,832,0
296,831,0
307,831,0
318,835,0
329,831,0
340,836,0
351,836,0
362,833,0
373,835,0
384,831,0
395,835,0
406,833,0
417,830,0
428,837,0
439,830,0
450,830,0
461,833,0
472,830,0
483,836,0
494,833,0
505,834,0
516,832,0
527,830,0
538,834,0
549,834,0
560,830,0
571,831,0
582,833,0
593,832,0
604,836,0
615,831,0
626,837,0
637,835,0
648,837,0
659,832,0
670,832,0
681,832,0
692,831,0
703,830,0
714,834,0
726,833,0
737,832,0
748,836,0
759,833,0
770,832,0
781,830,0
792,833,0
803,834,0
814,831,0
825,836,0
836,832,0
847,831,0
858,835,0
869,834,0
880,834,0
891,837,0
902,834,0
913,837,0
924,833,0
935,836,0
946,838,0
957,838,0
968,833,0
979,833,0
990,837,0
1001,838,0
1012,839,0
1024,835,0
1035,839,0
1046,839,0
1057,837,0
1068,837,0
1079,836,0
1090,841,0
1101,840,0
1112,841,0
1123,837,0
1134,841,0
1145,836,0
1156,841,0
1167,842,0
1178,840,0
1189,837,0
1200,837,0
1211,837,0
1222,836,0
1233,837,0
1244,836,0
1255,841,0
1266,840,0
1277,836,0
1288,842,0
1299,842,0
1310,840,0
1321,836,0
1332,838,0
1343,841,0
1354,839,0
1366,843,0
1377,839,0
1388,842,0
1399,842,0
1410,838,0
1421,839,0
1432,841,0
1443,844,0
1454,838,0
1465,839,0
1476,844,0
1487,838,0
1498,839,0
1509,843,0
1520,844,0
1531,841,0
1542,844,0
1553,843,0
1564,843,0
1575,843,0
1586,841,0
1597,841,0
1608,841,0
1619,840,0
1630,845,0
1641,844,0
1652,843,0
1664,847,0
1675,842,0
1686,847,0
1697,843,0
1708,848,0
1719,845,0
1730,842,0
1741,847,0
1752,846,0
1763,842,0
1774,847,0
1785,846,0
1796,848,0
1807,844,0
1818,844,0
1829,847,0
1840,849,0
1851,845,0
1862,846,0
1873,845,0
1884,846,0
1895,849,0
1906,844,0
1917,844,0
1928,848,0
1939,847,0
1950,849,0
1961,844,0
1972,845,0
1983,844,0
1994,843,0
2006,848,0
2017,848,0
2028,847,0
2039,849,0
2050,847,0
2061,844,0
2072,843,0
2083,848,0
2094,843,0
2105,847,0
2116,846,0
2127,845,0
2138,844,0
2149,844,0
2160,848,0
2171,849,0
2182,843,0
2193,847,0
2204,848,0
2215,848,0
2226,843,0
2237,844,0
2248,845,0
2259,845,0
2270,843,0
2281,846,0
2292,845,0
2304,844,0
2315,849,0
2326,849,0
2337,850,0
2348,850,0
2359,848,0
2370,850,0
2381,849,0
2392,843,0
2403,844,0
2414,844,0
2425,846,0
2436,850,0
2447,846,0
2458,848,0
2469,849,0
2480,845,0
2491,844,0
2502,850,0
2513,846,0
2524,846,0
2535,847,0
2546,852,0
2557,849,0
2568,851,0
2579,851,0
2590,850,0
2601,849,0
2612,846,0
2623,846,0
2634,846,0
2646,850,0
2657,847,0
2668,847,0
2679,852,0
2690,851,0
2701,852,0
2712,853,0
2723,851,0
2734,848,0
2745,847,0
2756,851,0
2767,854,0
2778,850,0
2789,850,0
2800,853,0
2811,853,0
2822,849,0
2833,854,0
2844,853,0
2855,850,0
2866,855,0
2877,851,0
2888,850,0
2899,850,0
2910,848,0
2921,850,0
2932,850,0
2944,857,0
2955,851,0
2966,857,0
2977,853,0
2988,856,0
2999,852,0
3010,851,0
3021,856,0
3032,854,0
3043,854,0
3054,851,0
3065,857,0
3076,855,0
3087,851,0
3098,851,0
3109,850,0
3120,854,0
3131,849,0
3142,855,0
3153,851,0
3164,856,0
3175,851,0
3186,850,0
3197,856,0
3208,851,0
3219,854,0
3230,854,0
3241,849,0
3252,849,0
3263,851,0
3274,849,0
3286,854,0
3297,854,0
3308,854,0
3319,854,0
3330,849,0
3341,854,0
3352,849,0
3363,849,0
3374,850,0
3385,851,0
3396,850,0
3407,852,0
3418,855,0
3429,852,0
3440,850,0
3451,857,0
3462,850,0
3473,854,0
3484,855,0
3495,855,0
3506,851,0
3517,855,0
3528,856,0
3539,855,0
3550,852,0
3561,851,0
3572,851,0
3584,850,0
3595,851,0
3606,851,0
3617,855,0
3628,853,0
3639,856,0
3650,857,0
3661,850,0
3672,849,0
3683,850,0
3694,850,0
3705,850,0
3716,849,0
3727,854,0
3738,855,0
3749,849,0
3760,853,0
3771,849,0
3782,851,0
3793,847,0
3804,851,0
