6849	938	977	0
6865	938	977	0
6881	938	977	0
6897	939	977	0
6913	941	977	0
6929	942	975	0
6945	942	975	0
6961	941	975	0
6977	942	975	0
6993	941	975	0
7009	940	975	0
7025	938	975	0
7041	936	975	0
7057	933	975	0
7073	930	975	0
7089	930	973	0
7105	927	973	0
7121	924	973	0
7137	923	973	0
7153	921	973	0
7169	920	973	0
7185	920	973	0
7201	918	973	0
7217	917	973	0
7233	916	973	0
7249	916	970	0
7265	916	970	0
7281	915	970	0
7297	915	970	0
7313	915	970	0
7329	915	970	0
7345	917	970	0
7361	917	970	0
7377	916	970	0
7393	916	970	0
7409	916	967	0
7425	915	967	0
7441	911	967	0
7457	908	967	0
7473	906	967	0
7489	906	967	0
7505	904	967	0
7521	905	967	0
7537	904	967	0
7553	904	967	0
7569	905	965	0
7585	907	965	0
7601	907	965	0
7617	908	965	0
7633	907	965	0
7649	907	965	0
7665	910	965	0
7681	910	965	0
7697	909	965	0
7713	907	965	0
7729	905	962	0
7745	904	962	0
7761	902	962	0
7777	900	962	0
7793	897	962	0
7809	896	962	0
7825	896	962	0
7841	894	962	0
7857	894	962	0
7873	892	962	0
7889	891	959	0
7905	890	959	0
7921	888	959	0
7937	889	959	0
7953	891	959	0
7969	893	959	0
7985	892	959	0
8001	891	959	0
8017	891	959	0
8033	889	959	0
8049	888	956	0
8065	886	956	0
8081	886	956	0
8097	885	956	0
8113	885	956	0
8129	884	956	0
8145	880	956	0
8161	880	956	0
8177	879	956	0
8193	879	956	0
8209	877	953	0
8225	878	953	0
8241	877	953	0
8257	875	953	0
8273	875	953	0
8289	875	953	0
8305	875	953	0
8321	875	953	0
8337	876	953	0
8353	879	953	0
8369	883	951	0
8385	886	951	0
8401	889	951	0
8417	892	951	0
8433	895	951	0
8449	898	951	0
8465	900	951	0
8481	900	951	0
8497	902	951	0
8513	903	951	0
8529	904	949	0
8545	904	949	0
8561	905	949	0
8577	906	949	0
8593	906	949	0
8609	905	949	0
8625	904	949	0
8641	908	949	0
8657	909	949	0
8673	909	949	0
8689	908	947	0
8705	910	947	0
8721	913	947	0
8737	915	947	0
8753	916	947	0
8769	916	947	0
8785	917	947	0
8801	917	947	0
8817	915	947	0
8833	914	947	0
8849	911	946	0
8865	907	946	0
8881	906	946	0
8897	905	946	0
8913	906	946	0
8929	906	946	0
8945	907	946	0
8961	908	946	0
8977	909	946	0
8993	914	946	0
9009	917	945	0
9025	918	945	0
9041	918	945	0
9057	918	945	0
9073	918	945	0
9089	920	945	0
9105	924	945	0
9121	925	945	0
9137	927	945	0
9153	929	945	0
9169	931	945	0
9185	934	945	0
9201	937	945	0
9217	939	945	0
9233	943	945	0
9249	948	945	0
9265	952	945	0
9281	958	945	0
9297	963	945	0
9313	967	945	0
9329	972	945	0
9345	974	945	0
9361	976	945	0
9377	979	945	0
9393	981	945	0
9409	983	945	0
9425	983	945	0
9441	984	945	0
9457	987	945	0
9473	989	945	0
9489	993	947	0
9505	996	947	0
9521	996	947	0
9537	996	947	0
9553	996	947	0
9569	996	947	0
9585	996	947	0
9601	995	947	0
9617	997	947	0
9633	997	947	0
9649	997	948	0
9665	995	948	0
9681	994	948	0
9697	991	948	0
9713	989	948	0
9729	989	948	0
9745	987	948	0
9761	986	948	0
9777	988	948	0
9793	989	948	0
9809	994	949	0
9825	996	949	0
9841	997	949	0
9857	998	949	0
9873	999	949	0
9889	1001	949	0
9905	1006	949	0
9921	1006	949	0
9937	1004	949	0
9953	1001	949	0
9969	999	951	0
9985	997	951	0
10001	997	951	0
10017	998	951	0
10033	997	951	0
10049	997	951	0
10065	994	951	0
10081	994	951	0
10097	994	951	0
10113	992	951	0
10129	990	952	0
10145	989	952	0
10161	989	952	0
10177	987	952	0
10193	987	952	0
10209	987	952	0
10225	988	952	0
10241	990	952	0
10257	989	952	0
10273	988	952	0
10289	986	953	0
10305	983	953	0
10321	982	953	0
10337	979	953	0
10353	977	953	0
10369	976	953	0
10385	974	953	0
10401	973	953	0
10417	971	953	0
10433	972	953	0
10449	973	953	0
10465	975	953	0
10481	977	953	0
10497	979	953	0
10513	980	953	0
10529	983	953	0
10545	984	953	0
10561	984	953	0
10577	983	953	0
10593	981	953	0
10609	980	954	0
10625	980	954	0
10641	979	954	0
10657	977	954	0
10673	977	954	0
10689	980	954	0
10705	981	954	0
10721	979	954	0
10737	979	954	0
10753	978	954	0
10769	978	954	0
10785	979	954	0
10801	980	954	0
10817	982	954	0
10833	986	954	0
10849	987	954	0
10865	987	954	0
10881	989	954	0
10897	990	954	0
10913	990	954	0
10929	987	955	0
10945	984	955	0
10961	977	955	0
10977	973	955	0
10993	973	955	0
11009	972	955	0
11025	970	955	0
11041	966	955	0
11057	965	955	0
11073	965	955	0
11089	966	955	0
11105	966	955	0
11121	963	955	0
11137	960	955	0
11153	959	955	0
11169	961	955	0
11185	961	955	0
11201	962	955	0
11217	960	955	0
11233	959	955	0
11249	956	955	0
11265	951	955	0
11281	949	955	0
11297	947	955	0
11313	947	955	0
11329	947	955	0
11345	949	955	0
11361	949	955	0
11377	950	955	0
11393	950	955	0
11409	949	955	0
11425	947	955	0
11441	947	955	0
11457	947	955	0
11473	947	955	0
11489	946	955	0
11505	945	955	0
11521	946	955	0
11537	949	955	0
11553	951	955	0
11569	954	955	0
11585	956	955	0
11601	956	955	0
11617	958	955	0
11633	965	955	0
11649	972	955	0
11665	973	955	0
11681	973	955	0
11697	972	955	0
11713	971	955	0
11729	971	955	0
11745	970	955	0
11761	968	955	0
11777	967	955	0
11793	967	955	0
11809	967	955	0
11825	969	955	0
11841	972	955	0
11857	972	955	0
11873	973	955	0
11889	972	956	0
11905	969	956	0
11921	967	956	0
11937	965	956	0
11953	964	956	0
11969	967	956	0
11985	966	956	0
12001	965	956	0
12017	965	956	0
12033	964	956	0
12049	964	956	0
12065	964	956	0
12081	964	956	0
12097	964	956	0
12113	963	956	0
12129	959	956	0
12145	956	956	0
12161	954	956	0
12177	956	956	0
12193	960	956	0
12209	963	956	0
12225	962	956	0
12241	959	956	0
12257	960	956	0
12273	961	956	0
12289	961	956	0
12305	961	956	0
12321	956	956	0
12337	952	956	0
12353	949	956	0
12369	949	956	0
12385	947	956	0
12401	948	956	0
12417	948	956	0
12433	947	956	0
12449	948	956	0
12465	948	956	0
12481	950	956	0
12497	949	956	0
12513	946	956	0
12529	943	956	0
12545	940	956	0
12561	938	956	0
12577	936	956	0
12593	935	956	0
12609	934	956	0
12625	933	956	0
12641	930	956	0
12657	926	956	0
12673	926	956	0
12689	926	955	0
12705	925	955	0
12721	924	955	0
12737	921	955	0
12753	921	955	0
12769	924	955	0
12785	925	955	0
12801	923	955	0
12817	920	955	0
12833	920	955	0
12849	922	954	0
12865	925	954	0
12881	926	954	0
12897	927	954	0
12913	927	954	0
12929	928	954	0
12945	931	954	0
12961	932	954	0
12977	933	954	0
12993	936	954	0
13009	937	954	0
13025	938	954	0
13041	937	954	0
13057	938	954	0
13073	947	954	0
13089	957	954	0
13105	962	954	0
13121	968	954	0
13137	976	954	0
13153	980	954	0
13169	981	955	0
13185	979	955	0
13201	983	955	0
13217	986	955	0
13233	989	955	0
13249	989	955	0
13265	988	955	0
13281	981	955	0
13297	974	955	0
13313	968	955	0
13329	957	955	0
13345	946	955	0
13361	933	955	0
13377	918	955	0
13393	907	955	0
13409	897	955	0
13425	889	955	0
13441	885	955	0
13457	884	955	0
13473	881	955	0
13489	876	954	0
13505	876	954	0
13521	876	954	0
13537	874	954	0
13553	871	954	0
13569	867	954	0
13585	865	954	0
13601	863	954	0
13617	861	954	0
13633	863	954	0
13649	866	952	0
13665	870	952	0
13681	874	952	0
13697	875	952	0
13713	874	952	0
13729	872	952	0
13745	871	952	0
13761	866	952	0
13777	861	952	0
13793	860	952	0
13809	858	951	0
13825	857	951	0
13841	856	951	0
13857	854	951	0
13873	852	951	0
13889	848	951	0
13905	846	951	0
13921	848	951	0
13937	847	951	0
13953	847	951	0
13969	846	949	0
13985	845	949	0
14001	843	949	0
14017	839	949	0
14033	837	949	0
14049	835	949	0
14065	833	949	0
14081	831	949	0
14097	831	949	0
14113	829	949	0
14129	829	947	0
14145	827	947	0
14161	828	947	0
14177	828	947	0
14193	829	947	0
14209	830	947	0
14225	832	947	0
14241	833	947	0
14257	833	947	0
14273	834	947	0
14289	835	945	0
14305	836	945	0
14321	835	945	0
14337	834	945	0
14353	835	945	0
14369	833	945	0
14385	833	945	0
14401	833	945	0
14417	833	945	0
14433	835	945	0
14449	836	943	0
14465	835	943	0
14481	834	943	0
14497	835	943	0
14513	833	943	0
14529	831	943	0
14545	831	943	0
14561	828	943	0
14577	827	943	0
14593	824	943	0
14609	821	942	0
14625	818	942	0
14641	816	942	0
14657	815	942	0
14673	814	942	0
14689	813	942	0
14705	812	942	0
14721	810	942	0
14737	810	942	0
14753	810	942	0
14769	811	940	0
14785	809	940	0
14801	809	940	0
14817	810	940	0
14833	810	940	0
14849	810	940	0
14865	810	940	0
14881	810	940	0
14897	808	940	0
14913	810	940	0
14929	810	938	0
14945	811	938	0
14961	812	938	0
14977	812	938	0
14993	811	938	0
15009	812	938	0
15025	813	938	0
15041	813	938	0
15057	815	938	0
15073	815	938	0
15089	817	936	0
15105	817	936	0
15121	815	936	0
15137	818	936	0
15153	820	936	0
15169	822	936	0
15185	822	936	0
15201	824	936	0
15217	824	936	0
15233	825	936	0
15249	824	934	0
15265	825	934	0
15281	824	934	0
15297	825	934	0
15313	826	934	0
15329	827	934	0
15345	830	934	0
15361	834	934	0
15377	838	934	0
15393	841	934	0
15409	842	933	0
15425	843	933	0
15441	844	933	0
15457	845	933	0
15473	846	933	0
15489	848	933	0
15505	848	933	0
15521	849	933	0
15537	849	933	0
15553	850	933	0
15569	850	932	0
15585	850	932	0
15601	850	932	0
15617	850	932	0
15633	852	932	0
15649	852	932	0
15665	853	932	0
15681	854	932	0
15697	856	932	0
15713	857	932	0
15729	857	931	0
15745	856	931	0
15761	856	931	0
15777	854	931	0
15793	853	931	0
15809	852	931	0
15825	853	931	0
15841	852	931	0
15857	853	931	0
15873	855	931	0
15889	855	930	0
15905	855	930	0
15921	856	930	0
15937	856	930	0
15953	854	930	0
15969	855	930	0
15985	858	930	0
16001	861	930	0
16017	865	930	0
16033	869	930	0
16049	871	929	0
16065	870	929	0
16081	869	929	0
16097	868	929	0
16113	871	929	0
16129	875	929	0
16145	880	929	0
16161	882	929	0
16177	883	929	0
16193	881	929	0
16209	878	928	0
16225	875	928	0
16241	877	928	0
16257	881	928	0
16273	885	928	0
16289	890	928	0
16305	889	928	0
16321	888	928	0
16337	884	928	0
16353	883	928	0
16369	886	928	0
16385	888	928	0
16401	889	928	0
16417	887	928	0
16433	885	928	0
16449	883	928	0
16465	881	928	0
16481	882	928	0
16497	887	928	0
16513	893	928	0
16529	897	927	0
16545	894	927	0
16561	894	927	0
16577	897	927	0
16593	900	927	0
16609	904	927	0
16625	907	927	0
16641	908	927	0
16657	907	927	0
16673	904	927	0
16689	902	927	0
16705	905	927	0
16721	909	927	0
16737	917	927	0
16753	914	927	0
16769	908	927	0
16785	903	927	0
16801	899	927	0
16817	898	927	0
16833	897	927	0
16849	894	927	0
16865	891	927	0
16881	888	927	0
16897	885	927	0
16913	885	927	0
16929	887	927	0
16945	891	927	0
16961	898	927	0
16977	898	927	0
16993	891	927	0
17009	888	926	0
17025	885	926	0
17041	883	926	0
17057	882	926	0
17073	882	926	0
17089	882	926	0
17105	883	926	0
17121	883	926	0
17137	886	926	0
17153	886	926	0
17169	886	926	0
17185	890	926	0
17201	883	926	0
17217	877	926	0
17233	871	926	0
17249	867	926	0
17265	865	926	0
17281	864	926	0
17297	867	926	0
17313	866	926	0
17329	864	925	0
17345	864	925	0
17361	865	925	0
17377	870	925	0
17393	875	925	0
17409	882	925	0
17425	877	925	0
17441	875	925	0
17457	878	925	0
17473	880	925	0
17489	882	924	0
17505	884	924	0
17521	885	924	0
17537	885	924	0
17553	886	924	0
17569	889	924	0
17585	892	924	0
17601	897	924	0
17617	904	924	0
17633	916	924	0
17649	915	924	0
17665	911	924	0
17681	906	924	0
17697	903	924	0
17713	899	924	0
17729	895	924	0
17745	895	924	0
17761	895	924	0
17777	894	924	0
17793	894	924	0
17809	896	924	0
17825	900	924	0
17841	909	924	0
17857	921	924	0
17873	922	924	0
17889	918	924	0
17905	916	924	0
17921	913	924	0
17937	912	924	0
17953	915	924	0
17969	918	924	0
17985	921	924	0
18001	922	924	0
18017	923	924	0
18033	924	924	0
18049	927	924	0
18065	930	924	0
18081	936	924	0
18097	931	924	0
18113	926	924	0
18129	922	924	0
18145	922	924	0
18161	925	924	0
18177	925	924	0
18193	926	924	0
18209	926	924	0
18225	925	924	0
18241	923	924	0
18257	922	924	0
18273	923	924	0
18289	926	924	0
18305	932	924	0
18321	923	924	0
18337	916	924	0
18353	910	924	0
18369	910	924	0
18385	912	924	0
18401	915	924	0
18417	915	924	0
18433	913	924	0
18449	910	924	0
18465	910	924	0
18481	912	924	0
18497	914	924	0
18513	916	924	0
18529	919	924	0
18545	923	924	0
18561	914	924	0
18577	907	924	0
18593	901	924	0
18609	900	923	0
18625	902	923	0
18641	903	923	0
18657	904	923	0
18673	904	923	0
18689	904	923	0
18705	907	923	0
18721	909	923	0
18737	912	923	0
18753	916	923	0
18769	921	923	0
18785	916	923	0
18801	916	923	0
18817	913	923	0
18833	914	923	0
18849	918	923	0
18865	922	923	0
18881	925	923	0
18897	926	923	0
18913	926	923	0
18929	927	923	0
18945	926	923	0
18961	926	923	0
18977	927	923	0
18993	930	923	0
19009	919	923	0
19025	909	923	0
19041	902	923	0
19057	899	923	0
19073	897	923	0
19089	898	923	0
19105	898	923	0
19121	897	923	0
19137	897	923	0
19153	897	923	0
19169	900	923	0
19185	904	923	0
19201	909	923	0
19217	917	923	0
19233	915	923	0
19249	915	923	0
19265	912	923	0
19281	911	923	0
19297	911	923	0
19313	913	923	0
19329	914	923	0
19345	916	923	0
19361	915	923	0
19377	914	923	0
19393	915	923	0
19409	918	923	0
19425	926	923	0
19441	934	923	0
19457	923	923	0
19473	913	923	0
19489	904	923	0
19505	900	923	0
19521	899	923	0
19537	901	923	0
19553	902	923	0
19569	902	923	0
19585	901	923	0
19601	902	923	0
19617	905	923	0
19633	915	923	0
19649	924	923	0
19665	934	923	0
19681	929	923	0
19697	922	923	0
19713	917	923	0
19729	914	923	0
19745	914	923	0
19761	918	923	0
19777	919	923	0
19793	918	923	0
19809	916	923	0
19825	915	923	0
19841	914	923	0
19857	917	923	0
19873	921	923	0
19889	923	923	0
19905	915	923	0
19921	909	923	0
19937	907	923	0
19953	906	923	0
19969	908	923	0
19985	913	923	0
20001	916	923	0
20017	915	923	0
20033	914	923	0
20049	914	923	0
20065	915	923	0
