timestamp,baseline,pressure,edge,,,,,
29814.51,1.988,2.018,0,,,,,
29814.56,1.988,2.026,0,,,,,
29814.61,1.988,2.04,0,,,,,
29814.67,1.988,2.048,0,,,,,
29814.72,1.988,2.06,0,,,,,
29814.77,1.988,2.064,0,,,,,
29814.83,1.988,2.068,0,,,,,
29814.88,1.988,2.07,0,,,,,
29814.93,1.988,2.072,0,,,,,
29814.99,1.988,2.076,0,,,,,
29815.04,1.988,2.078,0,,,,,
29815.09,1.988,2.08,0,,,,,
29815.15,1.988,2.08,0,,,,,
29815.2,1.988,2.082,0,,,,,
29815.25,1.988,2.086,0,,,,,
29815.31,1.988,2.084,0,,,,,
29815.36,1.988,2.086,0,,,,,
29815.42,1.988,2.082,0,,,,,
29815.47,1.988,2.076,0,,,,,
29815.53,1.988,2.074,0,,,,,
29815.58,1.988,2.07,0,,,,,
29815.63,1.988,2.068,0,,,,,
29815.69,1.988,2.066,0,,,,,
29815.74,1.988,2.062,0,,,,,
29815.79,1.988,2.064,0,,,,,
29815.85,1.988,2.058,0,,,,,
29815.9,1.988,2.056,0,,,,,
29815.95,1.988,2.056,0,,,,,
29816.01,1.988,2.052,0,,,,,
29816.06,1.988,2.056,0,,,,,
29816.11,1.988,2.048,0,,,,,
29816.17,1.988,2.054,0,,,,,
29816.22,1.988,2.046,0,,,,,
29816.27,1.988,2.05,0,,,,,
29816.33,1.988,2.04,0,,,,,
29816.38,1.988,2.042,0,,,,,
29816.43,1.988,2.036,0,,,,,
29816.49,1.988,2.036,0,,,,,
29816.54,1.988,2.032,0,,,,,
29816.59,1.988,2.028,0,,,,,
29816.65,1.988,2.024,0,,,,,
29816.7,1.988,2.022,0,,,,,
29816.75,1.988,2.018,0,,,,,
29816.81,1.988,2.018,0,,,,,
29816.86,1.988,2.018,0,,,,,
29816.91,1.988,2.018,0,,,,,
29816.97,1.988,2.016,0,,,,,
29817.02,1.988,2.012,0,,,,,
29817.07,1.988,2.01,0,,,,,
29817.13,1.988,2.008,0,,,,,
29817.18,1.988,2.006,0,,,,,
29817.23,1.988,2.006,0,,,,,
29817.29,1.988,2.006,0,,,,,
29817.34,1.988,2.006,0,,,,,
29817.39,1.988,2.004,0,,,,,
29817.45,1.988,2.004,0,,,,,
29817.5,1.988,2.002,0,,,,,
29817.55,1.988,2.002,0,,,,,
29817.61,1.988,2,0,,,,,
29817.66,1.988,2,0,,,,,
29817.71,1.988,1.998,0,,,,,
29817.77,1.988,2,0,,,,,
29817.82,1.988,2,0,,,,,
29817.87,1.988,2,0,,,,,
29817.93,1.988,2,0,,,,,
29817.98,1.988,2,0,,,,,
29818.03,1.988,2,0,,,,,
29818.09,1.988,2,0,,,,,
29818.14,1.988,2,0,,,,,
29818.19,1.988,2,0,,,,,
29818.25,1.988,1.998,0,,,,,
29818.3,1.988,1.996,0,,,,,
29818.35,1.988,1.996,0,,,,,
29818.41,1.988,1.998,0,,,,,
29818.46,1.988,1.998,0,,,,,
29818.51,1.988,1.998,0,,,,,
29818.57,1.988,1.998,0,,,,,
29818.62,1.988,1.998,0,,,,,
29818.67,1.988,1.998,0,,,,,
29818.73,1.988,2,0,,,,,
29818.78,1.988,2,0,,,,,
29818.83,1.988,2,0,,,,,
29818.89,1.988,2,0,,,,,
29818.94,1.988,2,0,,,,,
29818.99,1.988,2,0,,,,,
29819.05,1.988,2,0,,,,,
29819.1,1.988,2.002,0,,,,,
29819.15,1.988,2.002,0,,,,,
29819.21,1.988,2.004,0,,,,,
29819.26,1.988,2.004,0,,,,,
29819.31,1.988,2.002,0,,,,,
29819.37,1.988,2.002,0,,,,,
29819.42,1.988,2.002,0,,,,,
29819.47,1.988,2.002,0,,,,,
29819.53,1.988,2,0,,,,,
29819.58,1.988,2,0,,,,,
29819.63,1.988,2,0,,,,,
29819.69,1.988,2,0,,,,,
29819.74,1.988,1.998,0,,,,,
29819.79,1.988,2,0,,,,,
29819.85,1.988,2,0,,,,,
29819.9,1.988,2,0,,,,,
29819.95,1.988,2,0,,,,,
29820.01,1.988,2,0,,,,,
29820.06,1.988,2,0,,,,,
29820.11,1.988,1.998,0,,,,,
29820.17,1.988,1.998,0,,,,,
29820.22,1.988,1.998,0,,,,,
29820.27,1.988,1.998,0,,,,,
29820.33,1.988,1.998,0,,,,,
29820.38,1.988,1.998,0,,,,,
29820.43,1.988,1.998,0,,,,,
29820.49,1.988,2,0,,,,,
29820.54,1.988,2,0,,,,,
29820.59,1.988,1.998,0,,,,,
29820.65,1.988,1.998,0,,,,,
29820.7,1.988,1.996,0,,,,,
29820.75,1.988,1.996,0,,,,,
29820.81,1.988,1.996,0,,,,,
29820.86,1.988,1.994,0,,,,,
29820.91,1.988,1.994,0,,,,,
29820.97,1.988,1.992,0,,,,,
29821.02,1.988,1.992,0,,,,,
29821.07,1.988,1.992,0,,,,,
29821.13,1.988,1.992,0,,,,,
29821.18,1.988,1.992,0,,,,,
29821.23,1.988,1.992,0,,,,,
29821.29,1.988,1.992,0,,,,,
29821.34,1.988,1.99,0,,,,,
29821.39,1.988,1.99,0,,,,,
29821.45,1.988,1.99,0,,,,,
29821.5,1.988,1.99,0,,,,,
29821.55,1.988,1.988,0,,,,,
29821.61,1.988,1.988,0,,,,,
29821.66,1.988,1.988,0,,,,,
29821.71,1.988,1.988,0,,,,,
29821.77,1.988,1.99,0,,,,,
29821.82,1.988,1.99,0,,,,,
29821.87,1.988,1.99,0,,,,,
29821.93,1.988,1.99,0,,,,,
29821.98,1.988,1.988,0,,,,,
29822.03,1.988,1.988,0,,,,,
29822.09,1.988,1.988,0,,,,,
29822.14,1.988,1.988,0,,,,,
29822.19,1.988,1.988,0,,,,,
29822.25,1.988,1.99,0,,,,,
29822.3,1.988,1.99,0,,,,,
29822.35,1.988,1.992,0,,,,,
29822.41,1.988,1.996,0,,,,,
29822.46,1.988,2,0,,,,,
29822.51,1.988,2.002,0,,,,,
29822.57,1.988,2.006,0,,,,,
29822.62,1.988,2.008,0,,,,,
29822.67,1.988,2.01,0,,,,,
29822.73,1.988,2.014,0,,,,,
29822.78,1.988,2.012,0,,,,,
29822.83,1.988,2.012,0,,,,,
29822.89,1.988,2.012,0,,,,,
29822.94,1.988,2.012,0,,,,,
29822.99,1.988,2.01,0,,,,,
29823.05,1.988,2.012,0,,,,,
29823.1,1.988,2.01,0,,,,,
29823.15,1.988,2.014,0,,,,,
29823.21,1.988,2.01,0,,,,,
29823.26,1.988,2.008,0,,,,,
29823.31,1.988,2.006,0,,,,,
29823.37,1.988,2.008,0,,,,,
29823.42,1.988,2.008,0,,,,,
29823.47,1.988,2.006,0,,,,,
29823.53,1.988,2.006,0,,,,,
29823.58,1.988,2.002,0,,,,,
29823.63,1.988,2.002,0,,,,,
29823.69,1.988,2.004,0,,,,,
29823.74,1.988,2.004,0,,,,,
29823.79,1.988,2.006,0,,,,,
29823.85,1.988,2.002,0,,,,,
29823.9,1.988,2.002,0,,,,,
29823.95,1.988,2,0,,,,,
29824.01,1.988,2,0,,,,,
29824.06,1.988,2,0,,,,,
29824.11,1.988,2,0,,,,,
29824.17,1.988,2,0,,,,,
29824.22,1.988,2,0,,,,,
29824.27,1.988,2,0,,,,,
29824.33,1.988,2,0,,,,,
29824.38,1.988,2.002,0,,,,,
29824.43,1.988,2.002,0,,,,,
29824.49,1.988,2.002,0,,,,,
29824.54,1.988,2.002,0,,,,,
29824.59,1.988,2.006,0,,,,,
29824.65,1.988,2.006,0,,,,,
29824.7,1.988,2.008,0,,,,,
29824.75,1.988,2.008,0,,,,,
29824.81,1.988,2.006,0,,,,,
29824.86,1.988,2.008,0,,,,,
29824.91,1.988,2.01,0,,,,,
29824.97,1.988,2.01,0,,,,,
29825.02,1.988,2.01,0,,,,,
29825.07,1.988,2.01,0,,,,,
29825.13,1.988,2.006,0,,,,,
29825.18,1.988,2.004,0,,,,,
29825.23,1.988,2.01,0,,,,,
29825.29,1.988,2.018,0,,,,,
29825.34,1.988,2.02,0,,,,,
29825.39,1.988,2.016,0,,,,,
29825.45,1.988,2.018,0,,,,,
29825.5,1.988,2.02,0,,,,,
29825.55,1.988,2.022,0,,,,,
29825.61,1.988,2.024,0,,,,,
29825.66,1.988,2.024,0,,,,,
29825.71,1.988,2.026,0,,,,,
29825.77,1.988,2.024,0,,,,,
29825.82,1.988,2.026,0,,,,,
29825.87,1.988,2.024,0,,,,,
29825.93,1.988,2.024,0,,,,,
29825.98,1.988,2.024,0,,,,,
29826.03,1.988,2.024,0,,,,,
29826.09,1.988,2.02,0,,,,,
29826.14,1.988,2.02,0,,,,,
29826.19,1.988,2.018,0,,,,,
29826.25,1.988,2.016,0,,,,,
29826.3,1.988,2.018,0,,,,,
29826.35,1.988,2.016,0,,,,,
29826.41,1.988,2.012,0,,,,,
29826.46,1.988,2.014,0,,,,,
29826.51,1.988,2.012,0,,,,,
29826.57,1.988,2.01,0,,,,,
29826.62,1.988,2.01,0,,,,,
